"日期","动画","番剧","国创","音乐","舞蹈","游戏","科技","生活","鬼畜","时尚","广告","娱乐","影视","放映厅"
"2009年6月26日",0,0,0,0,0,0,0,0,0,0,0,0,1496587,0
"2009年6月27日",0,0,0,0,0,0,0,0,0,0,0,0,1496587,0
"2009年6月28日",0,0,0,0,0,0,0,0,0,0,0,0,1496587,0
"2009年6月29日",0,0,0,0,0,0,0,0,0,0,0,0,1496587,0
"2009年6月30日",0,0,0,0,0,0,0,0,0,0,0,0,1496587,0
"2009年7月1日",0,0,0,0,0,0,0,0,0,0,0,0,1496587,0
"2009年7月2日",0,0,0,0,0,0,0,0,0,0,0,0,1496587,0
"2009年7月3日",0,0,0,0,0,576211,0,0,0,0,0,0,1496587,0
"2009年7月4日",0,0,0,0,0,576211,0,0,0,0,0,0,1496587,0
"2009年7月5日",0,0,0,0,0,576211,0,0,0,0,0,0,1496587,0
"2009年7月6日",0,0,0,0,0,576211,0,0,0,0,0,0,1496587,0
"2009年7月7日",0,0,0,0,0,576211,0,0,0,0,0,0,1496587,0
"2009年7月8日",0,0,0,0,0,576211,0,0,0,0,0,0,1496587,0
"2009年7月9日",0,0,0,204762,0,761806,0,145163,421098,0,0,0,1496587,0
"2009年7月10日",0,0,0,204762,0,809460,0,145163,421098,0,0,0,1496587,0
"2009年7月11日",0,0,0,204762,0,809460,0,145163,421098,0,0,0,1496587,0
"2009年7月12日",0,0,0,230442,0,809460,0,516494,421098,0,0,0,1496587,0
"2009年7月13日",110141,0,0,549710,0,857182,0,712250,455772,0,0,0,1496587,0
"2009年7月14日",196777,0,0,954134,0,937687,0,885142,2510022,0,15033,0,1496587,0
"2009年7月15日",287046,0,0,1004989,10536,955242,0,907262,2565435,0,15033,0,1496587,0
"2009年7月16日",298418,0,0,1020365,10536,975621,0,912193,2571682,0,15033,0,1496587,0
"2009年7月17日",323240,0,0,1044571,10536,1007478,0,912193,2579551,0,15033,0,1496587,0
"2009年7月18日",331640,0,0,1044571,10536,1007478,0,912193,2579551,0,15033,0,1496587,0
"2009年7月19日",331640,0,0,1044571,10536,1007478,0,912193,2579551,0,15033,0,1496587,0
"2009年7月20日",331640,0,0,1044571,10536,1007478,0,912193,2579551,0,15033,0,1496587,0
"2009年7月21日",338798,0,0,1179393,10536,1012667,0,912193,2579551,0,15033,0,1496587,0
"2009年7月22日",338798,0,0,1184093,10536,1012667,0,912193,2579551,0,15033,0,1496587,0
"2009年7月23日",338798,0,0,1184093,10536,1012667,0,912193,2579551,0,15033,0,1496587,0
"2009年7月24日",350919,0,0,1184093,10536,1026050,0,912193,2579551,0,15033,0,1496587,0
"2009年7月25日",350919,0,0,1184093,10536,1026050,0,912193,2579551,0,15033,0,1496587,0
"2009年7月26日",355574,0,0,1189035,10536,1026050,0,912193,2579551,0,15033,0,1496587,0
"2009年7月27日",355574,0,0,1189035,10536,1026050,0,912193,2579551,0,15033,0,1496587,0
"2009年7月28日",355574,0,0,1189035,10536,1026050,0,912193,2579551,0,15033,0,1496587,0
"2009年7月29日",355574,0,0,1189035,10536,1026050,0,912193,2579551,0,15033,0,1496587,0
"2009年7月30日",355574,0,0,1189035,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年7月31日",355574,0,0,1189035,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月1日",355574,0,0,1218106,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月2日",355574,0,0,1218106,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月3日",355574,0,0,1218106,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月4日",355574,0,0,1218106,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月5日",355574,0,0,1218106,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月6日",355574,0,0,1258607,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月7日",355574,0,0,1268385,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月8日",391410,0,0,1268385,10536,1027673,0,912193,2579551,0,15033,0,1496587,0
"2009年8月9日",391410,0,0,1281341,10536,1040896,0,912193,2598967,0,15033,0,1496587,0
"2009年8月10日",410993,0,0,1444542,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月11日",410993,0,0,1444542,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月12日",414069,0,0,1444542,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月13日",414069,0,0,1448893,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月14日",414069,0,0,1448893,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月15日",463494,0,0,1460087,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月16日",463494,0,0,1473680,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月17日",468359,0,0,1473680,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月18日",468359,0,0,1473680,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月19日",468359,0,0,1474420,10536,1065100,0,929679,2604561,0,15033,0,1496587,0
"2009年8月20日",468359,0,0,1478450,10536,1148365,0,929679,2604561,0,15033,0,1496587,0
"2009年8月21日",486827,0,0,1481296,10536,1148365,0,929679,2604561,0,15033,0,1496587,0
"2009年8月22日",490486,0,0,1492493,10536,1148365,0,929679,2604561,0,15033,0,1496587,0
"2009年8月23日",494281,0,0,1492493,10536,1165450,0,929679,2604561,0,15033,0,1496587,0
"2009年8月24日",494281,0,0,1492493,10536,1174259,0,929679,2648451,0,15033,0,1496587,0
"2009年8月25日",527980,0,0,1494290,10536,1174259,0,929679,2648451,0,15033,0,1496587,0
"2009年8月26日",527980,538213,0,1495727,10536,1174259,0,929679,2652109,0,15033,0,1496587,0
"2009年8月27日",527980,538213,0,1495727,10536,1174259,0,929679,2652109,0,15033,0,1496587,0
"2009年8月28日",527980,538213,0,1495727,10536,1174259,0,929679,2652109,0,15033,0,1496587,0
"2009年8月29日",527980,538213,0,1495727,10536,1174259,0,929679,2702424,0,15033,0,1496587,0
"2009年8月30日",527980,538213,0,1501111,10536,1174259,0,929679,2702424,0,15033,0,1496587,0
"2009年8月31日",527980,538213,0,1501111,10536,1174259,0,929679,2702424,0,15033,0,1496587,0
"2009年9月1日",527980,538213,0,1501111,10536,1174259,0,929679,2702424,0,15033,0,1496587,0
"2009年9月2日",527980,538213,0,1501111,10536,1176536,0,929679,2702424,0,15033,0,1496587,0
"2009年9月3日",527980,538213,0,1501111,10536,1176536,0,929679,2803226,0,15033,0,1496587,0
"2009年9月4日",530302,538213,0,1501111,10536,1176536,0,929679,2803226,0,15033,0,1496587,0
"2009年9月5日",541987,538213,0,1508442,10536,1176536,0,929679,2803226,0,15033,0,1496587,0
"2009年9月6日",541987,538213,0,1508442,10536,1176536,0,929679,2803226,0,15033,0,1496587,0
"2009年9月7日",541987,538213,0,1508442,10536,1176536,0,929679,2803226,0,15033,0,1496587,0
"2009年9月8日",598846,538213,0,1634071,10536,1176536,0,929679,2977894,0,15033,0,1496587,0
"2009年9月9日",598846,538213,0,1634071,10536,1176536,19765,929679,2977894,0,15033,0,1496587,0
"2009年9月10日",598846,538213,0,1672663,10536,1176536,19765,932065,2987511,0,15033,0,1496587,0
"2009年9月11日",598846,538213,0,1672663,10536,1176536,19765,932065,2987511,0,15033,0,1496587,0
"2009年9月12日",598846,538213,0,1672663,10536,1176536,19765,932065,2987511,0,15033,0,1496587,0
"2009年9月13日",610891,538213,0,1687673,10536,1179020,19765,934759,2987511,0,15033,0,1496587,0
"2009年9月14日",625710,538213,0,1976503,10536,1201144,19765,940698,2989334,0,15033,0,1496587,0
"2009年9月15日",625710,538213,0,2021907,10536,1218746,19765,940698,3053277,0,15033,0,1496587,0
"2009年9月16日",635302,538213,0,2025766,10536,1228966,19765,940698,3053277,0,15033,0,1496587,0
"2009年9月17日",665092,538213,0,2091937,10536,1230891,19765,940698,3061673,0,15033,0,1496587,0
"2009年9月18日",677562,538213,0,2094724,10536,1230891,19765,940698,3064852,0,15033,0,1496587,0
"2009年9月19日",690355,538213,0,2107465,10536,1236723,19765,940698,3067316,0,15033,0,1496587,0
"2009年9月20日",733864,538213,0,2153061,10536,1236723,19765,940698,3067316,0,15033,0,1496587,0
"2009年9月21日",738339,538213,0,2163014,10536,1236723,19765,940698,3077880,0,15033,0,1496587,0
"2009年9月22日",738339,538213,0,2163014,10536,1236723,19765,940698,3077880,0,15033,0,1496587,0
"2009年9月23日",738339,663208,0,2163014,10536,1236723,19765,940698,3083193,0,15033,0,1496587,0
"2009年9月24日",747173,663208,0,2163014,10536,1236723,19765,940698,3083193,0,15033,0,1496587,0
"2009年9月25日",749010,663208,0,2163014,10536,1236723,19765,953017,3083193,0,15033,0,1496587,0
"2009年9月26日",753400,663208,0,2163014,10536,1237202,19765,953017,3083193,0,15033,0,1496587,0
"2009年9月27日",753400,663208,0,2163014,10536,1237202,19765,953017,3083193,0,15033,0,1496587,0
"2009年9月28日",753400,663208,0,2163014,10536,1237202,19765,953017,3083193,0,15033,0,1496587,0
"2009年9月29日",753400,663208,0,2163014,10536,1237202,19765,953017,3083193,0,15033,0,1496587,0
"2009年9月30日",753400,663208,26759,2163014,10536,1237202,19765,958366,3083193,0,15033,0,1496587,0
"2009年10月1日",753400,759265,26759,2163014,10536,1240921,19765,958366,3083193,0,15033,0,1496587,0
"2009年10月2日",753400,1204017,26759,2170354,10536,1251489,19765,958366,3086633,0,15033,0,1496587,0
"2009年10月3日",756687,1204017,26759,2170354,10536,1251489,19765,958366,3086633,0,15033,0,1496587,0
"2009年10月4日",761101,1224543,26759,2176796,10536,1251489,19765,958366,3086633,0,15033,0,1496587,0
"2009年10月5日",761101,1224543,26759,2176796,10536,1251489,19765,958366,3086633,0,15033,0,1496587,0
"2009年10月6日",761101,1229849,26759,2181856,10536,1254361,19765,958366,3086633,0,15033,0,1496587,0
"2009年10月7日",761101,1229849,26759,2181856,10536,1254361,19765,958366,3086633,0,15033,0,1496587,0
"2009年10月8日",761101,1229849,26759,2181856,10536,1254361,19765,968288,3090466,0,15033,0,1496587,0
"2009年10月9日",761101,1229849,26759,2181856,10536,1256527,19765,968288,3090466,0,15033,0,1496587,0
"2009年10月10日",761101,1229849,26759,2181856,10536,1256527,19765,968288,3090466,0,15033,0,1496587,0
"2009年10月11日",761101,1229849,26759,2181856,10536,1268281,19765,972585,3090466,0,15033,0,1496587,0
"2009年10月12日",976917,1229849,26759,2183519,10536,1268281,19765,981949,3090466,0,15033,0,1496587,0
"2009年10月13日",976917,1229849,26759,2184974,10536,1268281,19765,981949,3090466,0,15033,0,1496587,0
"2009年10月14日",991745,1231495,26759,2184974,10536,1269498,19765,983929,3090466,0,15033,0,1496587,0
"2009年10月15日",1003721,1231495,26759,2184974,10536,1278509,19765,985500,3090466,0,15033,0,1496587,0
"2009年10月16日",1003721,1263428,26759,2316632,10536,1282515,19765,985500,3090466,0,15033,0,1496587,0
"2009年10月17日",1018907,1263428,26759,2324074,10536,1469663,19765,985500,3366928,0,15033,0,1496587,0
"2009年10月18日",1020997,1263428,26759,2324074,10536,1474282,19765,985500,3366928,0,15033,0,1496587,0
"2009年10月19日",1025522,1263428,26759,2324074,10536,1475137,19765,985500,3374462,0,15033,0,1496587,0
"2009年10月20日",1028187,1263428,26759,2324074,10536,1475137,19765,985500,3374462,0,15033,0,1496587,0
"2009年10月21日",1035763,1269302,26759,2334592,10536,1475137,19765,987589,3374462,0,15033,0,1496587,0
"2009年10月22日",1053653,1269302,26759,2345655,10536,1475137,19765,987589,3374462,0,15033,0,1496587,0
"2009年10月23日",1058438,1269302,26759,2349825,10536,1483980,19765,987589,3374462,0,15033,0,1496587,0
"2009年10月24日",1058438,1269302,26759,2349825,10536,1483980,19765,1008252,3374462,0,15033,0,1496587,0
"2009年10月25日",1058438,1269302,26759,2360065,10536,1483980,19765,1008252,3374462,0,15033,0,1496587,0
"2009年10月26日",1058438,1269302,26759,2360065,10536,1483980,19765,1008252,3374462,0,15033,0,1496587,0
"2009年10月27日",1058438,1269302,26759,2360065,10536,1483980,19765,1008252,3374462,0,15033,0,1496587,0
"2009年10月28日",1058438,1269302,26759,2360065,10536,1483980,19765,1008252,3374462,0,15033,0,1496587,0
"2009年10月29日",1058438,1269302,26759,2360065,10536,1483980,19765,1008252,3374462,0,15033,0,1496587,0
"2009年10月30日",1058438,1269302,26759,2360065,10536,1483980,19765,1008252,3374462,0,15033,0,1496587,0
"2009年10月31日",3238196,1271601,26759,2380238,10536,1488711,19765,1008252,3374462,0,15033,0,1496587,0
"2009年11月1日",3238196,1271601,26759,2384240,10536,1488711,19765,1008252,3374462,0,15033,0,1496587,0
"2009年11月2日",3238196,1271601,26759,2414923,10536,1490657,19765,1011398,3374462,0,15033,0,1496587,0
"2009年11月3日",3242301,1317351,26759,2423276,10536,1506170,19765,1011398,3374462,0,15033,0,1496587,0
"2009年11月4日",3260933,1317351,26759,2423276,10536,1514208,19765,1011398,3374462,0,15033,0,1496587,0
"2009年11月5日",3260933,1317351,26759,2425587,10536,1515492,19765,1011398,3380004,0,15033,0,1496587,0
"2009年11月6日",3262733,1366923,26759,2425587,10536,1523515,19765,1011398,3380004,0,15033,0,1496587,0
"2009年11月7日",3264182,1396423,26759,2435704,10536,1527539,19765,1044692,3384618,0,15033,0,1496587,0
"2009年11月8日",3264182,1396423,26759,2436908,10536,1527539,19765,1046467,3384618,0,15033,0,1496587,0
"2009年11月9日",3287729,1396423,26759,2436908,10536,1529292,19765,1046467,3384618,0,15033,0,1496587,0
"2009年11月10日",3287729,1884802,26759,2452067,10536,1529292,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月11日",3287729,1884802,26759,2452067,10536,1529676,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月12日",3291844,1884802,26759,2472770,10536,1532563,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月13日",3295769,1884802,26759,2472770,10536,1535432,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月14日",3379080,1884802,26759,2472770,10536,1542229,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月15日",3388236,1884802,26759,2472770,10536,1543420,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月16日",3388236,1884802,26759,2472770,10536,1545798,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月17日",3388236,1884802,26759,2472770,10536,1547484,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月18日",3388236,1884802,26759,2472770,10536,1549260,19765,1345808,3424781,0,15033,0,1496587,0
"2009年11月19日",3388236,1884802,26759,2474821,10536,1553621,19765,1347961,3424781,0,15033,0,1496587,0
"2009年11月20日",3392677,1884802,26759,2477227,10536,1564145,19765,1358986,4003912,0,15033,0,1496587,0
"2009年11月21日",3392677,1884802,26759,2480069,10536,1564145,19765,1358986,4003912,0,15033,0,1496587,0
"2009年11月22日",3392677,1884802,26759,2487055,10536,1593182,19765,1358986,4003912,0,15033,0,1496587,0
"2009年11月23日",3392677,1884802,26759,2491263,10536,1596550,19765,1358986,4003912,0,15033,0,1496587,0
"2009年11月24日",3393572,1884802,26759,2590620,10536,1596550,19765,1358986,4003912,0,15033,0,1496587,0
"2009年11月25日",3393572,1884802,26759,2590620,10536,1596550,19765,1358986,4003912,0,15033,0,1496587,0
"2009年11月26日",3398758,1884802,26759,2672222,10536,1596550,19765,1358986,4003912,0,15033,0,1496587,0
"2009年11月27日",3398758,1884802,26759,2672222,10536,1605317,19765,1358986,4388226,0,15033,0,1496587,0
"2009年11月28日",3398758,1884802,26759,2672222,10536,1614539,19765,1358986,4388226,0,15033,0,1496587,0
"2009年11月29日",3413435,1884802,26759,2676598,10536,1618127,19765,1358986,4397563,0,15033,0,1496587,0
"2009年11月30日",3413435,1884802,26759,2676598,10536,1622628,19765,1358986,4397563,0,15033,0,1496587,0
"2009年12月1日",3413435,1981553,26759,2676598,10536,1622628,19765,1358986,4397563,0,15033,0,1496587,0
"2009年12月2日",3413435,1981553,26759,2676598,10536,1622628,19765,1358986,4397563,0,15033,0,1496587,0
"2009年12月3日",3416386,1981553,26759,2676598,10536,1622628,19765,1358986,4397563,0,15033,0,1496587,0
"2009年12月4日",3416386,1981553,26759,2676598,10536,1622628,19765,1358986,4397563,0,15033,0,1496587,0
"2009年12月5日",3417352,1981553,26759,2676598,10536,1622628,19765,1358986,4646817,0,15033,0,1496587,0
"2009年12月6日",3424035,1981553,26759,2684461,10536,1622628,19765,1365837,4678138,0,15033,0,1496587,0
"2009年12月7日",3511718,1981553,26759,2696628,10536,1627702,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月8日",3511718,1981553,26759,2716326,10536,1635457,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月9日",3511718,1981553,26759,2716326,10536,1635457,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月10日",3511718,1981553,26759,2756386,10536,1635457,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月11日",3511718,1981553,26759,2760936,10536,1635457,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月12日",3511718,1981553,26759,2760936,10536,1642486,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月13日",3511718,1981553,26759,2760936,10536,1652821,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月14日",3511718,1981553,26759,2772117,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月15日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月16日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月17日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月18日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月19日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月20日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月21日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月22日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月23日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月24日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月25日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月26日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月27日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月28日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月29日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月30日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2009年12月31日",3511718,1981553,26759,2777413,10536,1657130,19765,1385848,4727946,0,15033,0,1496587,0
"2010年1月1日",3526742,1981553,26759,2834274,29754,1664607,19765,1404590,4727946,0,15033,0,1496587,0
"2010年1月2日",3554059,1981553,26759,2928300,29754,1681629,19765,1410269,4786157,0,15033,0,1496587,0
"2010年1月3日",3591626,2123809,26759,2978553,70391,1690704,19765,1410269,4786157,0,15033,0,1496587,0
"2010年1月4日",3613122,2249314,26759,2984938,70391,1753106,19765,1418561,4786157,0,15033,0,1496587,0
"2010年1月5日",3727355,2331087,26759,3092361,105812,1753106,19765,1430893,4788347,0,15033,0,1496587,0
"2010年1月6日",3791895,2331087,26759,3175826,105812,1757927,19765,1533781,4804196,0,15033,0,1496587,0
"2010年1月7日",3811068,2331087,26759,3229147,105812,1775573,19765,1550590,4807046,0,15033,0,1496587,0
"2010年1月8日",3844480,2975208,26759,3244710,105812,2022333,27869,1561749,4817063,0,15033,0,1496587,0
"2010年1月9日",4056754,2978929,26759,3314952,105812,2032747,27869,1621529,4827939,0,15033,0,1496587,0
"2010年1月10日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月11日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月12日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月13日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月14日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月15日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月16日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月17日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月18日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月19日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月20日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月21日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月22日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月23日",4072147,3053145,26759,3383021,105812,2041400,27869,1621529,4852338,0,15033,0,1496587,0
"2010年1月24日",4178301,3583136,29674,3483318,105812,2142158,27869,1662528,4916896,0,15033,0,1496587,0
"2010年1月25日",4187052,3639541,29674,3528223,105812,2159276,27869,1684841,5002914,0,15033,0,1496587,0
"2010年1月26日",4199782,3692525,43886,3756014,105812,2166784,27869,1884823,5175359,0,15033,0,1496587,0
"2010年1月27日",4307836,3715433,43886,3789965,105812,2176071,27869,1941596,5175359,0,15033,0,1496587,0
"2010年1月28日",4383575,3997085,43886,4130910,105812,2211747,27869,1950726,5175359,0,15033,0,1496587,0
"2010年1月29日",4431366,4014571,43886,4171044,105812,2216208,27869,1950726,5175359,0,15033,0,1496587,0
"2010年1月30日",4613493,4039902,43886,4329476,105812,2216208,27869,1961199,5175359,0,15033,0,1496587,0
"2010年1月31日",4617470,4039902,43886,4421200,126857,2223413,27869,1976521,5175359,0,15033,0,1496587,0
"2010年2月1日",4635849,4173393,43886,4548319,126857,2237872,27869,2058558,5183049,0,15033,0,1496587,0
"2010年2月2日",4674770,4184285,43886,4603388,126857,2450118,27869,2113303,5188494,0,15033,0,1496587,0
"2010年2月3日",4798856,4283280,43886,4621506,126857,2471714,27869,2123490,5189539,0,15033,0,1500691,0
"2010年2月4日",4830131,4430657,43886,4645205,126857,2480667,27869,2172091,5226962,0,15033,0,1500691,0
"2010年2月5日",4924574,4437401,43886,4734103,126857,2505499,27869,2193137,5597579,0,15033,0,1500691,0
"2010年2月6日",5043092,4475950,55132,5000349,126857,2535992,27869,2428726,5597579,0,15033,0,1500691,0
"2010年2月7日",5058594,4475950,55132,5006341,126857,2600918,27869,2462494,5609278,0,15033,0,1500691,0
"2010年2月8日",5096390,4505032,55132,5031735,126857,2612041,27869,2475112,5680747,0,15033,0,1500691,0
"2010年2月9日",5108734,4522853,55132,5079350,126857,2615867,27869,2515831,5838061,0,15033,0,1500691,0
"2010年2月10日",5143914,4522853,55132,5105240,126857,2622394,27869,2521709,5843645,0,15033,0,1500691,0
"2010年2月11日",5197300,4522853,55132,5253684,126857,2677119,27869,2529689,5852012,0,15033,0,1500691,0
"2010年2月12日",5265140,4611944,55132,5274403,126857,2701349,27869,2539875,5852012,0,15033,0,1500691,0
"2010年2月13日",5300181,4656256,55132,5294705,126857,2711314,27869,2540089,5852012,0,15033,0,1500691,0
"2010年2月14日",5317274,5903907,60521,5362053,126857,2792901,27869,2553590,6004015,0,15033,0,1500691,0
"2010年2月15日",5380276,5903907,60521,5390895,126857,2798900,36725,2564483,6004015,0,15033,0,1500691,0
"2010年2月16日",5389389,5903907,60521,5394288,126857,2801894,36725,2581642,6007388,0,15033,0,1500691,0
"2010年2月17日",5819611,5903907,60521,5425740,134871,2865749,36725,2791963,6012871,0,15033,0,1500691,0
"2010年2月18日",6082734,5903907,60521,5452166,134871,2882541,36725,2791963,6012871,0,15033,0,1500691,0
"2010年2月19日",6319626,6133376,60521,5844255,134871,2966655,36725,2799608,6027521,0,15033,0,1500691,0
"2010年2月20日",6650097,6134913,60521,6238642,134871,3067406,36725,2876678,6027521,0,15033,0,1590926,0
"2010年2月21日",6862007,6204203,60521,6779472,134871,3132024,36725,3021598,6039298,0,15033,0,1590926,0
"2010年2月22日",6994166,6839023,60521,7234946,134871,3219530,36725,3079429,6044622,0,15033,0,1595476,0
"2010年2月23日",7247808,6891686,60521,7607454,134871,3283941,36725,3266256,6076800,0,15033,0,1618810,0
"2010年2月24日",7273619,7010847,60521,7904657,134871,3304440,36725,3315889,6096106,0,15033,0,1618810,0
"2010年2月25日",7320971,7010847,60521,7924340,134871,3326990,36725,3339766,6484121,0,15033,0,1618810,0
"2010年2月26日",7701931,7010847,60521,7953840,134871,3347691,36725,3355823,6498894,0,15033,0,1618810,0
"2010年2月27日",7806056,7032020,60521,8070323,134871,3417085,36725,3404717,6498894,0,15033,0,1618810,0
"2010年2月28日",7828434,7032020,60521,8098907,165657,3457155,36725,3435139,6575051,0,15033,0,1618810,0
"2010年3月1日",7996339,7035990,60521,8229808,165657,3490694,36725,3440697,6585652,0,15033,0,1618810,0
"2010年3月2日",8035103,7074848,60521,8272216,165657,3500745,36725,3459382,6691681,0,15033,0,1618810,0
"2010年3月3日",8077096,7074848,60521,8282905,165657,3510827,36725,3471266,6691681,0,15033,0,1618810,0
"2010年3月4日",8193638,7087545,60521,8314654,165657,3520957,36725,3471266,6691681,0,15033,0,1618810,0
"2010年3月5日",8205315,7087545,65269,8413192,173852,3529075,36725,3492830,6704116,0,15033,0,1618810,0
"2010年3月6日",8495641,7087545,65269,8440952,173852,3599419,36725,3501466,6711550,0,15033,0,1618810,0
"2010年3月7日",8511875,7098715,65269,8462322,173852,3625122,36725,3644745,6755800,0,15033,0,1618810,0
"2010年3月8日",8549031,7240943,65269,8505308,173852,3632508,36725,3651859,6757028,0,15033,0,1618810,0
"2010年3月9日",8551165,7511824,65269,8576431,173852,3646244,36725,3686622,6758054,0,15033,0,1618810,0
"2010年3月10日",8588368,7543107,65269,8599467,173852,3667048,36725,3714807,6759638,0,15033,0,1618810,0
"2010年3月11日",8665993,7543107,65269,8702006,173852,3671585,36725,3718199,6759638,0,15033,0,1618810,0
"2010年3月12日",8706996,7547239,65269,8814124,173852,3676843,36725,3758517,6767474,0,15033,0,1618810,0
"2010年3月13日",8798852,7547239,65269,8883451,173852,3717792,36725,3767691,6767474,0,15033,0,1618810,0
"2010年3月14日",8950981,7660481,65269,8914622,173852,3980690,36725,3790736,6767474,0,15033,0,1618810,0
"2010年3月15日",9021555,7664538,68920,8976956,173852,4534594,36725,3793688,6767474,0,15033,0,1620539,0
"2010年3月16日",9081764,7720977,68920,9056521,173852,4551420,36725,3828264,6767474,0,15033,0,1620539,0
"2010年3月17日",9130483,7720977,68920,9090145,173852,4554092,36725,3943407,6848805,0,15033,0,1620539,0
"2010年3月18日",9134677,7720977,68920,9162031,173852,4558115,36725,3950717,6848805,0,15033,0,1620539,0
